time,brightness
2024-01-04 15:16:11.275168,12.130458464244454
2024-01-04 17:17:57.583893,12.008362733910761
2024-01-04 19:19:43.892617,11.908257823654266
2024-01-04 21:21:30.201342,11.809137056364627
2024-01-04 23:23:16.510067,11.674790745358866
2024-01-05 01:25:02.818792,11.615808372762718
2024-01-05 03:26:49.127517,11.48843862763059
2024-01-05 05:28:35.436242,11.36034130700991
2024-01-05 07:30:21.744966,11.44342243953071
2024-01-05 09:32:08.053691,11.213505057758834
2024-01-05 11:33:54.362416,11.236343341218891
2024-01-05 13:35:40.671141,11.178157153538432
2024-01-05 15:37:26.979866,11.136970230178202
2024-01-05 17:39:13.288591,10.97025833263312
2024-01-05 19:40:59.597315,10.914556858195809
2024-01-05 21:42:45.906040,10.795721128280732
2024-01-05 23:44:32.214765,10.80684283032752
2024-01-06 01:46:18.523490,10.732196749707544
2024-01-06 03:48:04.832215,10.715867219931848
2024-01-06 05:49:51.140940,10.684750989507643
2024-01-06 07:51:37.449664,10.624043694411736
2024-01-06 09:53:23.758389,10.655334263981244
2024-01-06 11:55:10.067114,10.697788583859616
2024-01-06 13:56:56.375839,10.69689216624781
2024-01-06 15:58:42.684564,10.943450189688138
2024-01-06 18:00:28.993289,10.931210903940482
2024-01-06 20:02:15.302013,10.958870668240095
2024-01-06 22:04:01.610738,11.17638588250879
2024-01-07 00:05:47.919463,11.26192990004039
2024-01-07 02:07:34.228188,11.251244248794775
2024-01-07 04:09:20.536913,11.50025417429782
2024-01-07 06:11:06.845638,11.566953910917022
2024-01-07 08:12:53.154362,11.48249194453783
2024-01-07 10:14:39.463087,11.55760615683637
2024-01-07 12:16:25.771812,11.599689137666472
2024-01-07 14:18:12.080537,11.753627261694755
2024-01-07 16:19:58.389262,11.857266240037557
2024-01-07 18:21:44.697987,11.911547464153752
2024-01-07 20:23:31.006711,12.013889681562583
2024-01-07 22:25:17.315436,12.188309917277655
2024-01-08 00:27:03.624161,12.270252448064266
2024-01-08 02:28:49.932886,12.265884999792222
2024-01-08 04:30:36.241611,12.374436494285334
2024-01-08 06:32:22.550336,12.341001611104733
2024-01-08 08:34:08.859060,12.343596446271633
2024-01-08 10:35:55.167785,12.288778139084593
2024-01-08 12:37:41.476510,12.367747809918281
2024-01-08 14:39:27.785235,12.182340445858564
2024-01-08 16:41:14.093960,12.177986410687964
2024-01-08 18:43:00.402685,12.117412371934506
2024-01-08 20:44:46.711409,12.012316791183382
2024-01-08 22:46:33.020134,11.895123857587855
2024-01-09 00:48:19.328859,11.810016150780896
2024-01-09 02:50:05.637584,11.849913198479669
2024-01-09 04:51:51.946309,11.794327717062714
2024-01-09 06:53:38.255034,11.70161995867981
2024-01-09 08:55:24.563758,11.542643949661754
2024-01-09 10:57:10.872483,11.498585587565161
2024-01-09 12:58:57.181208,11.532308123261469
2024-01-09 15:00:43.489933,11.317753460824088
2024-01-09 17:02:29.798658,11.180451862534069
2024-01-09 19:04:16.107383,11.028260152589032
2024-01-09 21:06:02.416107,10.904956074895765
2024-01-09 23:07:48.724832,10.853445074031583
2024-01-10 01:09:35.033557,10.741783143761959
2024-01-10 03:11:21.342282,10.789368154186553
2024-01-10 05:13:07.651007,10.761163904146944
2024-01-10 07:14:53.959732,10.66485955385118
2024-01-10 09:16:40.268456,10.60243414228243
2024-01-10 11:18:26.577181,10.61432100028916
2024-01-10 13:20:12.885906,10.711417415837813
2024-01-10 15:21:59.194631,10.871118032557764
2024-01-10 17:23:45.503356,10.840915922034174
2024-01-10 19:25:31.812081,11.004782478049599
2024-01-10 21:27:18.120805,11.048921037560467
2024-01-10 23:29:04.429530,10.96234770088588
2024-01-11 01:30:50.738255,10.96922714496912
2024-01-11 03:32:37.046980,11.118430141638354
2024-01-11 05:34:23.355705,11.094612093032877
2024-01-11 07:36:09.664430,11.27049412062538
2024-01-11 09:37:55.973154,11.250592284052159
2024-01-11 11:39:42.281879,11.398081147972956
2024-01-11 13:41:28.590604,11.538140537398625
2024-01-11 15:43:14.899329,11.616391799402919
2024-01-11 17:45:01.208054,11.85421175929349
2024-01-11 19:46:47.516779,11.901377580244285
2024-01-11 21:48:33.825503,12.029461211396443
2024-01-11 23:50:20.134228,12.197827505273027
2024-01-12 01:52:06.442953,12.196438230656058
2024-01-12 03:53:52.751678,12.236630319712829
2024-01-12 05:55:39.060403,12.362149121978842
2024-01-12 07:57:25.369128,12.278845563281314
2024-01-12 09:59:11.677852,12.226878558610998
2024-01-12 12:00:57.986577,12.235437230967605
2024-01-12 14:02:44.295302,12.175002996690543
2024-01-12 16:04:30.604027,12.219008940723782
2024-01-12 18:06:16.912752,12.152398128901075
2024-01-12 20:08:03.221477,12.192515357532438
2024-01-12 22:09:49.530201,12.229999077471353
2024-01-13 00:11:35.838926,12.102095348639992
2024-01-13 02:13:22.147651,12.09538299767916
2024-01-13 04:15:08.456376,12.020453106219971
2024-01-13 06:16:54.765101,12.011277379470298
2024-01-13 08:18:41.073826,11.89652443755099
2024-01-13 10:20:27.382550,11.796674500736845
2024-01-13 12:22:13.691275,11.634306251502782
2024-01-13 14:24:00.000000,11.539281704487102
