pgc,a,e_a,b,e_b,pa,e_pa,z,e_z
16,27.804895,3.6493187,13.493396,1.9870033,38.5,0.8844443211398891,0.0189017430184984,2.46837433628e-05
17,,,,,,,0.0303750136369341,0.0003999433552324
18,28.387115,3.5950062,20.564648,2.9224186,23.5,0.8416141738618925,0.0178990493483328,0.0001200830742713
19,12.650895,1.718656,5.3966126,0.81151485,175.47,1.2939908192445189,,
20,11.977,,8.421029,,145.0,1.1298612123327854,0.0246377111995259,3.10214614897e-05
20,11.74,,8.254394,,145.0,0.9445241888660469,0.0246377111995259,3.10214614897e-05
20,11.688,,8.217833,,145.0,0.9034029677225517,0.0246377111995259,3.10214614897e-05
20,13.5825,0.0356,9.549856,0.02503036,145.0,1.3876445721777122,0.0246377111995259,3.10214614897e-05
20,16.9449,0.0573,11.9139595,0.04028763,145.0,0.9705929685368861,0.0246377111995259,3.10214614897e-05
20,19.7204,0.0491,13.865414,0.03452221,145.0,1.7251201183767972,0.0246377111995259,3.10214614897e-05
20,22.1791,0.0573,15.594125,0.04028763,145.0,1.3810611397003951,0.0246377111995259,3.10214614897e-05
20,24.4125,0.0454,17.164429,0.03192074,145.0,1.1468698045348371,0.0246377111995259,3.10214614897e-05
20,26.6294,0.0401,18.723131,0.02819431,145.0,1.3909154914814168,0.0246377111995259,3.10214614897e-05
20,29.1536,0.0674,20.497896,0.04738894,145.0,0.8228038710296975,0.0246377111995259,3.10214614897e-05
20,31.7992,0.0542,22.358017,0.03810802,145.0,1.7585592132414454,0.0246377111995259,3.10214614897e-05
20,34.7832,0.0839,24.456068,0.05899009,145.0,1.2823034369429003,0.0246377111995259,3.10214614897e-05
20,26.008856,2.75483,16.90913,2.0767207,132.53,1.5827352272502861,0.0246377111995259,3.10214614897e-05
21,9.356668,2.04673,5.6379504,1.2857286,27.48,0.8827299999224386,0.1012296980466399,1.50103842839e-05
23,26.604,,14.062875,,122.34,1.2866583308381605,0.0379095594192699,0.0002268235847347
23,25.93,,13.706598,,122.34,1.290706994354521,0.0379095594192699,0.0002268235847347
23,25.453,,13.454455,,122.34,1.737826454974983,0.0379095594192699,0.0002268235847347
23,15.8575,0.0627,8.382275,0.03314322,122.34,1.3717280523760755,0.0379095594192699,0.0002268235847347
23,21.6999,0.0913,11.470567,0.04826118,122.34,1.273489401056954,0.0379095594192699,0.0002268235847347
23,28.4002,0.0752,15.012345,0.03975072,122.34,1.0669756630918936,0.0379095594192699,0.0002268235847347
23,36.1955,0.0922,19.132942,0.04873692,122.34,1.1315689973425522,0.0379095594192699,0.0002268235847347
23,44.7125,0.1109,23.635027,0.05862174,122.34,1.320672402471538,0.0379095594192699,0.0002268235847347
23,53.6327,0.1679,28.350245,0.08875194,122.34,1.2389114603050468,0.0379095594192699,0.0002268235847347
23,63.0941,0.1727,33.35154,0.09128922,122.34,0.8216120798803305,0.0379095594192699,0.0002268235847347
23,73.0842,0.1755,38.63231,0.0927693,122.34,1.6262919241943579,0.0379095594192699,0.0002268235847347
23,83.4232,0.2035,44.097504,0.1075701,122.34,1.6961607718397667,0.0379095594192699,0.0002268235847347
23,43.064682,3.8672438,21.833395,2.5361845,127.51,0.9402490889986108,0.0379095594192699,0.0002268235847347
24,6.3098,,3.8666453,,168.47,1.3540361435390493,0.033209641317928,0.0002301592256867
24,5.7621,,3.531015,,168.47,0.9085757411354436,0.033209641317928,0.0002301592256867
24,5.8771,,3.601487,,168.47,1.4722400930398116,0.033209641317928,0.0002301592256867
24,8.6641,0.0447,5.3093605,0.02739216,168.47,1.0812337838390085,0.033209641317928,0.0002301592256867
24,10.4673,0.0551,6.4143615,0.03376528,168.47,1.4594226346919017,0.033209641317928,0.0002301592256867
24,12.3884,0.0695,7.5916114,0.0425896,168.47,1.5269946142868827,0.033209641317928,0.0002301592256867
24,14.1979,0.0801,8.700473,0.04908528,168.47,1.5686474919176572,0.033209641317928,0.0002301592256867
24,15.9923,0.0823,9.800081,0.05043344,168.47,0.9077409459558966,0.033209641317928,0.0002301592256867
24,17.9956,0.0898,11.027703,0.05502944,168.47,1.7160118451376078,0.033209641317928,0.0002301592256867
24,20.246,0.0948,12.406749,0.05809344,168.47,1.0302139908948809,0.033209641317928,0.0002301592256867
24,23.1113,0.1379,14.162604,0.08450512,168.47,0.8374125561761798,0.033209641317928,0.0002301592256867
24,26.6023,0.1945,16.30189,0.1191896,168.47,1.3548524693914834,0.033209641317928,0.0002301592256867
24,15.564001,1.8635467,13.555678,1.8434237,147.48,1.170922283862439,0.033209641317928,0.0002301592256867
25,7.3198,,4.6641765,,23.47,1.629789743132413,0.0389969783696159,0.0001034048695114
25,6.9023,,4.3981457,,23.47,1.608251472064302,0.0389969783696159,0.0001034048695114
25,6.8824,,4.385465,,23.47,1.1171388928227155,0.0389969783696159,0.0001034048695114
25,10.2038,0.0442,6.5018616,0.02816424,23.47,1.7528993950697451,0.0389969783696159,0.0001034048695114
25,13.4396,0.0663,8.563713,0.04224636,23.47,1.0909178381401188,0.0389969783696159,0.0001034048695114
25,17.6185,0.0711,11.226508,0.04530492,23.47,1.3150571292317146,0.0389969783696159,0.0001034048695114
25,22.2634,0.0906,14.186238,0.05773032,23.47,1.0559650905676028,0.0389969783696159,0.0001034048695114
25,27.151,0.0765,17.300617,0.0487458,23.47,1.7360435700489634,0.0389969783696159,0.0001034048695114
25,31.5748,0.064,20.119463,0.0407808,23.47,0.9646078175820182,0.0389969783696159,0.0001034048695114
25,35.5786,0.0787,22.670685,0.05014764,23.47,0.844910619392329,0.0389969783696159,0.0001034048695114
25,39.7727,0.1108,25.343164,0.07060176,23.47,1.235097060003038,0.0389969783696159,0.0001034048695114
25,43.9077,0.2209,27.977987,0.14075749,23.47,1.792375564055837,0.0389969783696159,0.0001034048695114
25,25.241854,3.4291694,14.194538,2.4252417,30.32,1.691677266254914,0.0389969783696159,0.0001034048695114
27,8.2504,,3.961842,,138.3,1.5486080194569491,0.037689073552344,8.37245891672e-05
27,6.9932,,3.3581347,,138.3,1.690792490878525,0.037689073552344,8.37245891672e-05
27,6.3298,,3.0395699,,138.3,1.6934466396978634,0.037689073552344,8.37245891672e-05
27,10.7207,0.0957,5.1480803,0.04595514,138.3,1.3188583603864492,0.037689073552344,8.37245891672e-05
27,13.8303,0.1219,6.64131,0.05853638,138.3,1.115929051830793,0.037689073552344,8.37245891672e-05
27,17.5104,0.1372,8.408494,0.06588344,138.3,1.572012432110988,0.037689073552344,8.37245891672e-05
27,21.8207,0.1637,10.4783,0.07860874,138.3,1.4616612631677612,0.037689073552344,8.37245891672e-05
27,26.166,0.2259,12.564913,0.10847718,138.3,1.1736577288737102,0.037689073552344,8.37245891672e-05
27,29.534,0.14,14.182227,0.067228,138.3,0.8944666680615153,0.037689073552344,8.37245891672e-05
27,32.2174,0.1499,15.470796,0.07198198,138.3,1.546789611349026,0.037689073552344,8.37245891672e-05
27,34.5424,0.1556,16.587261,0.07471912,138.3,1.0624605159228646,0.037689073552344,8.37245891672e-05
27,36.7465,0.1548,17.64567,0.07433496,138.3,1.7368131505337794,0.037689073552344,8.37245891672e-05
27,22.809788,2.7836385,11.275122,1.5940708,141.67,1.0409705750056848,0.037689073552344,8.37245891672e-05
28,7.3716,,5.5043736,,177.83,0.9227579324114861,0.0228558118029773,2.06809732661e-05
28,7.1598,,5.346223,,177.83,1.6311126721249063,0.0228558118029773,2.06809732661e-05
28,6.9128,,5.161788,,177.83,0.9532843166244941,0.0228558118029773,2.06809732661e-05
28,4.4013,0.016,3.2864506,0.0119472,177.83,0.9792683081577391,0.0228558118029773,2.06809732661e-05
28,6.4838,0.0201,4.8414536,0.01500867,177.83,1.3993827915208437,0.0228558118029773,2.06809732661e-05
28,8.6365,0.0308,6.4488745,0.02299836,177.83,1.6745620408374644,0.0228558118029773,2.06809732661e-05
28,10.7103,0.0296,7.997381,0.02210232,177.83,0.9964346657145733,0.0228558118029773,2.06809732661e-05
28,12.4913,0.0347,9.327253,0.02591049,177.83,1.110323672900095,0.0228558118029773,2.06809732661e-05
28,14.1696,0.0477,10.5804405,0.03561759,177.83,1.5774048382411776,0.0228558118029773,2.06809732661e-05
28,15.7057,0.051,11.727447,0.0380817,177.83,1.7718264260609673,0.0228558118029773,2.06809732661e-05
28,17.1642,0.0567,12.816508,0.04233789,177.83,1.3007411862023424,0.0228558118029773,2.06809732661e-05
28,18.8325,0.0901,14.062228,0.06727767,177.83,0.9438975025512508,0.0228558118029773,2.06809732661e-05
28,13.87143,2.4274514,10.817359,2.0946336,1.0,0.8139362877082016,0.0228558118029773,2.06809732661e-05
29,15.8168955,1.9302467,13.618249,1.7763225,13.32,1.0296560299988553,0.0423202774500751,1.50103842839e-05
30,,,,,,,0.0263762472636986,1.83460252359e-05
31,7.7355,,6.4815755,,19.39,1.4776586736128574,0.019985159199702,0.0002398325895373
31,7.4062,,6.205655,,19.39,0.9218325046285312,0.019985159199702,0.0002398325895373
31,7.2242,,6.0531573,,19.39,1.306329931620633,0.019985159199702,0.0002398325895373
31,13.4587,0.0202,11.277044,0.01692558,19.39,1.4942624356428866,0.019985159199702,0.0002398325895373
31,17.3856,0.0381,14.567394,0.03192399,19.39,1.3811166092209024,0.019985159199702,0.0002398325895373
31,21.3912,0.0477,17.923687,0.03996783,19.39,0.9997756516600577,0.019985159199702,0.0002398325895373
31,25.0777,0.0543,21.012606,0.04549797,19.39,1.6041245261822628,0.019985159199702,0.0002398325895373
31,28.4406,0.0704,23.83038,0.05898816,19.39,1.5154071296158018,0.019985159199702,0.0002398325895373
31,31.7884,0.0604,26.6355,0.05060916,19.39,1.5389840039155418,0.019985159199702,0.0002398325895373
31,35.063,0.0676,29.379288,0.05664204,19.39,0.9310577515573133,0.019985159199702,0.0002398325895373
31,38.0799,0.0787,31.907148,0.06594273,19.39,0.9237538036503447,0.019985159199702,0.0002398325895373
31,41.1638,0.1597,34.49115,0.13381264,19.39,1.7275625510065078,0.019985159199702,0.0002398325895373
31,28.387115,2.4838223,22.548687,2.4202867,43.2,1.1975781938249406,0.019985159199702,0.0002398325895373
32,7.8935,,2.6711605,,134.83,1.10094869178094,,
32,7.6725,,2.596374,,134.83,1.2885840453515334,,
32,6.8911,,2.3319483,,134.83,1.4628642127635825,,
32,9.4833,0.1779,3.2091486,0.06020136,134.83,1.7556232570469699,,
32,11.657,0.1532,3.9447289,0.05184288,134.83,1.086446226882055,,
32,13.4506,0.132,4.551683,0.0446688,134.83,1.7248084293120272,,
32,14.806,0.1285,5.01035,0.0434844,134.83,0.8248594913862564,,
32,15.7525,0.1314,5.330646,0.04446576,134.83,1.3551980423268248,,
32,17.2632,0.15,5.841867,0.05076,134.83,1.433975111681085,,
32,18.5161,0.2639,6.265848,0.08930376,134.83,0.9058974037507533,,
32,20.1465,0.25,6.8175755,0.0846,134.83,0.9403395970639127,,
32,21.2699,0.1802,7.1977344,0.06097968,134.83,1.2191143193163039,,
32,12.6217985,2.0634563,5.384201,0.9373916,113.99,1.7662319121431818,,
33,21.934172,3.4343603,18.11846,3.4250498,35.07,1.396042553234373,0.0255346650515137,9.64000222398e-05
34,6.2828,,4.9106364,,82.84,1.7330232216002113,0.0674449922285903,0.0002698533581051
34,5.6745,,4.4351892,,82.84,1.6043609156129708,0.0674449922285903,0.0002698533581051
34,5.2974,,4.1404476,,82.84,1.2673816015552917,0.0674449922285903,0.0002698533581051
34,7.6056,0.0231,5.944537,0.01805496,82.84,1.5847634492521876,0.0674449922285903,0.0002698533581051
34,9.4607,0.039,7.394483,0.0304824,82.84,0.8178367839769878,0.0674449922285903,0.0002698533581051
34,11.2182,0.0551,8.768146,0.04306616,82.84,0.909143996765735,0.0674449922285903,0.0002698533581051
34,12.8631,0.0624,10.053799,0.04877184,82.84,1.6294286148827364,0.0674449922285903,0.0002698533581051
34,14.351,0.0528,11.216742,0.04126848,82.84,1.5968170883251618,0.0674449922285903,0.0002698533581051
34,15.8281,0.0618,12.371243,0.04830288,82.84,1.0326407419664339,0.0674449922285903,0.0002698533581051
34,17.3445,0.0825,13.556461,0.064482,82.84,1.3307695905990535,0.0674449922285903,0.0002698533581051
34,19.2863,0.0669,15.074172,0.05228904,82.84,1.406015820700011,0.0674449922285903,0.0002698533581051
34,21.4744,0.0925,16.784391,0.072298,82.84,1.6677389537760112,0.0674449922285903,0.0002698533581051
35,,,,,,,0.0010991148771949,1.13346296388e-05
36,5.751,,4.3178506,,135.22,1.2125715692736803,0.0326992882522748,0.0001034048695114
36,5.6615,,4.250654,,135.22,1.1741840434071826,0.0326992882522748,0.0001034048695114
36,6.2518,,4.6938515,,135.22,1.22588208637351,0.0326992882522748,0.0001034048695114
36,11.2613,0.0439,8.454984,0.03296012,135.22,1.4519310255799742,0.0326992882522748,0.0001034048695114
36,13.1527,0.0442,9.875047,0.03318536,135.22,1.667490631752325,0.0326992882522748,0.0001034048695114
36,15.2195,0.054,11.426801,0.0405432,135.22,1.2538968820762997,0.0326992882522748,0.0001034048695114
36,17.5674,0.0411,13.189604,0.03085788,135.22,1.0478395629513582,0.0326992882522748,0.0001034048695114
36,20.3159,0.0642,15.253178,0.04820136,135.22,1.036662362997581,0.0326992882522748,0.0001034048695114
36,23.552,0.0464,17.682842,0.03483712,135.22,1.5460142802434464,0.0326992882522748,0.0001034048695114
36,27.0993,0.0864,20.346155,0.06486912,135.22,1.6165687634239103,0.0326992882522748,0.0001034048695114
36,30.8515,0.0865,23.163305,0.0649442,135.22,0.905278079854125,0.0326992882522748,0.0001034048695114
36,34.6843,0.0995,26.040972,0.0747046,135.22,0.8665588569551782,0.0326992882522748,0.0001034048695114
36,20.1893,3.0216928,15.279926,2.5336883,153.5,1.3944336637564518,0.0326992882522748,0.0001034048695114
37,8.609,,6.091728,,159.02,0.9461732441926983,0.0258645599416647,0.000173453329503
37,8.4919,,6.008868,,159.02,1.6246641904563415,0.0258645599416647,0.000173453329503
37,9.4704,,6.701255,,159.02,1.1103346739240745,0.0258645599416647,0.000173453329503
37,7.6889,0.0349,5.4406657,0.02469524,159.02,0.9438719329711427,0.0258645599416647,0.000173453329503
37,9.805,0.0373,6.938018,0.02639348,159.02,1.7209704724874504,0.0258645599416647,0.000173453329503
37,12.3422,0.0463,8.73334,0.03276188,159.02,0.9655317227352782,0.0258645599416647,0.000173453329503
37,15.3143,0.0515,10.836399,0.0364414,159.02,1.0847200823379355,0.0258645599416647,0.000173453329503
37,18.7793,0.0481,13.288233,0.03403556,159.02,0.9536133951920587,0.0258645599416647,0.000173453329503
37,22.6174,0.0596,16.004072,0.04217296,159.02,0.915490063665355,0.0258645599416647,0.000173453329503
37,26.7582,0.0693,18.934103,0.04903668,159.02,0.8211480163364401,0.0258645599416647,0.000173453329503
37,30.7514,0.0724,21.759691,0.05123024,159.02,0.8553954091642602,0.0258645599416647,0.000173453329503
37,34.65,0.1459,24.51834,0.10323884,159.02,0.9746414709358527,0.0258645599416647,0.000173453329503
37,16.29751,3.3773763,11.671354,2.5670218,147.33,0.8533819326271754,0.0258645599416647,0.000173453329503
38,29.404,,26.360685,,91.87,1.3911438161109713,0.0036902195851771,7.3384102534e-06
